,Unnamed: 0,time,lat,lon,max,Mpf,Dep,flag,MwAsg,cutlat,cutlon,cellNo,label
5864,5331,2017-07-21 05:13:00,54.408,-117.414,1.99,1.99,4.32,1,2.0,53,48,5348,0.0
5865,5332,2017-07-21 07:08:00,54.438,-117.437,2.11,2.11,4.93,1,2.1,53,47,5347,0.0
5866,5335,2017-07-22 15:29:00,54.381,-117.747,2.33,2.33,2.94,1,2.3,52,45,5245,0.0
5867,5338,2017-07-22 22:12:00,54.37600000000001,-117.827,2.1,2.1,5.23,1,2.1,52,45,5245,0.0
5868,5339,2017-07-22 23:27:00,54.31399999999999,-117.426,2.5,2.5,3.5,1,2.5,52,47,5247,0.0
5869,5341,2017-07-23 01:33:00,54.371,-117.711,2.16,2.16,7.8,1,2.2,52,45,5245,0.0
5870,5343,2017-07-23 04:59:00,54.383,-117.564,2.44,2.44,1.6,1,2.4,52,46,5246,0.0
5871,5345,2017-07-24 03:44:00,54.375,-117.562,2.29,2.29,3.5,1,2.3,52,46,5246,0.0
5872,5346,2017-07-24 07:32:00,54.415,-117.399,2.33,2.33,3.5,1,2.3,53,48,5348,0.0
5873,5347,2017-07-24 12:03:00,54.407,-117.415,2.36,2.36,3.51,1,2.4,53,48,5348,0.0
5874,5349,2017-07-24 21:01:00,54.409,-117.364,2.4,2.4,3.5,1,2.4,53,48,5348,0.0
5875,5350,2017-07-25 09:43:00,54.42100000000001,-117.448,2.48,2.48,3.5,1,2.5,53,47,5347,0.0
5876,5352,2017-07-25 20:41:00,54.413,-117.396,2.07,2.07,3.5,1,2.1,53,48,5348,0.0
5877,5354,2017-07-26 05:24:00,54.427,-117.353,2.04,2.04,1.23,1,2.0,53,48,5348,0.0
5880,5357,2017-07-27 07:34:00,54.404,-117.409,1.81,1.81,3.49,1,1.8,52,48,5248,0.0
5881,5358,2017-07-27 09:31:00,54.299,-117.09,1.78,1.78,6.97,1,1.8,52,50,5250,0.0
5882,5360,2017-07-27 19:43:00,54.399,-117.398,1.99,1.99,3.49,1,2.0,52,48,5248,0.0
5883,5364,2017-07-29 00:49:00,54.358,-117.605,1.89,1.89,2.24,1,1.9,52,46,5246,0.0
5884,5365,2017-07-29 09:49:00,54.423,-117.441,2.21,2.21,3.5,1,2.2,53,47,5347,0.0
5886,5368,2017-07-30 05:11:00,54.416,-117.362,2.08,2.08,6.61,1,2.1,53,48,5348,0.0
5887,5369,2017-07-30 14:49:00,54.416,-117.542,1.93,1.93,3.47,1,1.9,53,47,5347,0.0
5888,5372,2017-07-31 07:34:00,54.429,-117.539,2.0,2.0,9.86,1,2.0,53,47,5347,0.0
5890,5376,2017-08-02 05:40:00,54.426,-117.451,1.89,1.89,3.5,1,1.9,53,47,5347,0.0
5891,5379,2017-08-03 00:57:00,54.43,-117.42,2.88,2.88,6.53,1,2.9,53,48,5348,0.0
5892,5380,2017-08-03 03:49:00,54.423,-117.408,2.2,2.2,6.97,1,2.2,53,48,5348,0.0
5893,5382,2017-08-04 23:10:00,54.423,-117.422,2.25,2.25,4.35,1,2.3,53,48,5348,0.0
5894,5383,2017-08-04 23:10:00,54.524,-117.427,2.0,2.0,5.9,2,1.9,53,47,5347,0.0
5895,5384,2017-08-05 15:48:00,54.426,-117.414,2.22,2.22,3.5,1,2.2,53,48,5348,0.0
5913,5483,2017-10-09 07:40:00,54.33,-117.465,2.15,2.15,3.5,1,2.2,52,47,5247,0.0
5925,5573,2017-12-08 21:40:00,54.313,-117.63,2.66,2.66,3.5,1,2.7,52,46,5246,0.0
5926,5575,2017-12-09 13:52:00,54.492,-117.584,2.13,2.13,7.0,1,2.1,53,46,5346,0.0
5927,5577,2017-12-09 16:42:00,54.473,-117.593,2.77,2.77,3.5,1,2.8,53,46,5346,0.0
5928,5578,2017-12-09 18:36:00,54.463,-117.593,2.62,2.62,3.49,1,2.6,53,46,5346,0.0
5929,5581,2017-12-10 21:11:00,54.449,-117.635,2.43,2.43,6.83,1,2.4,53,46,5346,0.0
5930,5586,2017-12-11 23:14:00,54.469,-117.576,2.35,2.35,3.5,1,2.4,53,46,5346,0.0
5931,5587,2017-12-12 00:31:00,54.458,-117.538,2.7,2.7,10.52,1,2.7,53,47,5347,0.0
5932,5588,2017-12-12 03:47:00,54.471,-117.581,2.6,2.6,3.5,1,2.6,53,46,5346,0.0
5933,5590,2017-12-12 20:37:00,54.486,-117.709,2.23,2.23,6.85,1,2.2,53,45,5345,0.0
5934,5591,2017-12-13 09:23:00,54.494,-117.49,1.8,1.8,7.05,1,1.8,53,47,5347,0.0
5935,5593,2017-12-14 03:05:00,54.483,-117.569,1.98,1.98,3.5,1,2.0,53,46,5346,0.0
5936,5594,2017-12-14 10:46:00,54.485,-117.553,2.1,2.02,6.96,1,2.0,53,47,5347,0.0
5937,5595,2017-12-14 12:39:00,54.478,-117.562,2.03,2.03,3.5,1,2.0,53,46,5346,0.0
5938,5596,2017-12-14 20:33:00,54.483,-117.573,1.9,1.9,3.51,1,1.9,53,46,5346,0.0
5939,5597,2017-12-14 22:24:00,54.488,-117.564,1.99,1.99,6.96,1,2.0,53,46,5346,0.0
5940,5599,2017-12-15 15:52:00,54.487,-117.536,2.1,2.1,7.02,1,2.1,53,47,5347,0.0
5941,5603,2017-12-16 04:25:00,54.459,-117.582,2.25,2.25,3.49,1,2.3,53,46,5346,0.0
5943,5606,2017-12-16 22:58:00,54.44,-117.613,2.1,2.1,7.01,1,2.1,53,46,5346,0.0
5944,5607,2017-12-17 04:05:00,54.603,-117.692,1.92,1.92,6.99,1,1.9,54,46,5446,0.0
5945,5609,2017-12-18 01:08:00,54.493,-117.568,2.14,2.14,6.81,1,2.1,53,46,5346,0.0
5946,5610,2017-12-18 03:34:00,54.477,-117.581,2.01,2.01,6.1,1,2.0,53,46,5346,0.0
5947,5611,2017-12-18 18:35:00,54.464,-117.548,1.98,1.98,12.01,1,2.0,53,47,5347,0.0
5948,5616,2017-12-21 15:00:00,54.481,-117.573,2.4,2.12,7.03,1,2.1,53,46,5346,0.0
5949,5619,2017-12-23 08:51:00,54.469,-117.352,2.7,2.7,6.98,1,2.7,53,48,5348,0.0
5959,5701,2018-02-14 07:45:00,54.52,-118.007,2.0,1.83,5.37,1,1.8,53,43,5343,0.0
5960,5716,2018-02-16 11:51:00,54.517,-117.972,2.03,2.03,6.97,1,2.0,53,44,5344,0.0
5962,5721,2018-02-19 11:56:00,54.528,-117.99,1.82,1.82,6.98,1,1.8,54,43,5443,0.0
5963,5723,2018-02-21 06:10:00,54.526,-118.159,1.97,1.97,7.0,1,2.0,53,42,5342,0.0
5966,5731,2018-02-25 16:26:00,54.364,-117.446,2.01,2.01,3.39,1,2.0,52,47,5247,0.0
5967,5733,2018-02-26 07:29:00,54.359,-117.373,1.91,1.91,7.0,1,1.9,52,48,5248,0.0
5968,5734,2018-02-26 11:51:00,54.355,-117.329,1.88,1.88,6.99,1,1.9,52,48,5248,0.0
5969,5735,2018-02-26 13:13:00,54.369,-117.444,1.8,1.8,7.0,1,1.8,52,47,5247,0.0
5970,5736,2018-02-26 14:55:00,54.344,-117.368,2.08,2.08,3.54,1,2.1,52,48,5248,0.0
5971,5737,2018-02-26 15:15:00,54.371,-117.618,1.99,1.99,3.14,1,2.0,52,46,5246,0.0
5972,5738,2018-02-26 16:40:00,54.343,-117.382,2.3,2.3,2.97,1,2.3,52,48,5248,0.0
5973,5739,2018-02-26 20:32:00,54.34,-117.415,2.2,2.2,7.81,1,2.2,52,48,5248,0.0
5974,5740,2018-02-26 22:24:00,54.349,-117.418,2.31,2.31,6.8,1,2.3,52,48,5248,0.0
5975,5741,2018-02-27 03:11:00,54.349,-117.495,1.95,1.95,3.22,1,2.0,52,47,5247,0.0
5976,5742,2018-02-27 05:39:00,54.353,-117.388,1.69,1.69,3.47,1,1.7,52,48,5248,0.0
5977,5743,2018-02-27 05:58:00,54.362,-117.503,1.8,1.8,3.35,1,1.8,52,47,5247,0.0
5978,5744,2018-02-27 11:09:00,54.36,-117.284,1.68,1.68,6.86,1,1.7,52,49,5249,0.0
5979,5745,2018-02-27 11:56:00,54.326,-117.377,2.17,2.17,3.46,1,2.2,52,48,5248,0.0
5980,5746,2018-02-27 14:00:00,54.512,-117.923,2.17,2.17,3.59,1,2.2,53,44,5344,0.0
5981,5747,2018-02-27 14:33:00,54.358,-117.343,1.91,1.91,7.0,1,1.9,52,48,5248,0.0
5982,5748,2018-02-27 15:05:00,54.589,-118.245,2.15,2.15,6.85,1,2.2,54,42,5442,0.0
5983,5750,2018-02-28 00:52:00,54.35,-117.432,1.74,1.74,3.38,1,1.7,52,47,5247,0.0
5985,5752,2018-03-01 01:01:00,54.337,-117.385,1.92,1.92,3.48,1,1.9,52,48,5248,0.0
5986,5753,2018-03-01 10:52:00,54.36,-117.353,1.71,1.71,6.96,1,1.7,52,48,5248,0.0
5987,5757,2018-03-06 01:35:00,54.526,-117.999,1.98,1.98,6.98,1,2.0,53,43,5343,0.0
5988,5760,2018-03-08 18:08:00,54.343,-117.387,2.88,2.88,6.38,1,2.9,52,48,5248,0.0
5989,5766,2018-03-10 15:02:00,54.349,-117.493,2.28,2.28,3.5,1,2.3,52,47,5247,0.0
5991,5770,2018-03-11 18:21:00,54.344,-117.371,2.58,2.58,3.37,1,2.6,52,48,5248,0.0
5992,5771,2018-03-12 12:20:00,54.35,-117.496,1.91,1.91,3.51,1,1.9,52,47,5247,0.0
5993,5772,2018-03-12 15:43:00,54.351000000000006,-117.467,1.83,1.83,3.25,1,1.8,52,47,5247,0.0
5994,5777,2018-03-15 13:05:00,54.334,-117.552,1.87,1.87,3.45,1,1.9,52,47,5247,0.0
5998,5783,2018-03-19 15:06:00,54.327,-117.448,2.63,2.63,3.5,1,2.6,52,47,5247,0.0
5999,5784,2018-03-19 15:27:00,54.315,-117.519,1.96,1.96,6.45,1,2.0,52,47,5247,0.0
6000,5787,2018-03-20 10:17:00,54.309,-117.47,2.44,2.44,3.16,1,2.4,52,47,5247,0.0
6001,5790,2018-03-21 06:36:00,54.352,-117.405,1.91,1.91,6.98,1,1.9,52,48,5248,0.0
6002,5791,2018-03-21 14:59:00,54.28100000000001,-117.505,1.95,1.95,3.46,1,2.0,51,47,5147,0.0
6003,5792,2018-03-21 18:55:00,54.338,-117.506,2.28,2.28,3.26,1,2.3,52,47,5247,0.0
6004,5794,2018-03-22 00:49:00,54.31,-117.462,2.03,2.03,3.5,1,2.0,52,47,5247,0.0
6005,5795,2018-03-22 02:38:00,54.322,-117.453,2.42,2.42,3.5,1,2.4,52,47,5247,0.0
6006,5796,2018-03-22 02:53:00,54.316,-117.407,2.03,2.03,7.0,1,2.0,52,48,5248,0.0
6007,5797,2018-03-22 18:29:00,54.31,-117.459,2.38,2.38,3.49,1,2.4,52,47,5247,0.0
6008,5798,2018-03-23 05:59:00,54.312,-117.457,2.24,2.24,3.9,1,2.2,52,47,5247,0.0
6009,5800,2018-03-24 01:21:00,54.328,-117.454,2.66,2.66,3.5,1,2.7,52,47,5247,0.0
6010,5801,2018-03-24 08:30:00,54.306,-117.433,1.86,1.86,7.0,1,1.9,52,47,5247,0.0
6011,5802,2018-03-24 09:13:00,54.324,-117.458,2.1,2.1,3.5,1,2.1,52,47,5247,0.0
6012,5803,2018-03-24 11:37:00,54.309,-117.475,2.48,2.48,3.53,1,2.5,52,47,5247,0.0
6013,5804,2018-03-24 13:32:00,54.32100000000001,-117.492,1.77,1.77,3.49,1,1.8,52,47,5247,0.0
6014,5805,2018-03-24 16:08:00,54.319,-117.462,1.98,1.98,6.99,1,2.0,52,47,5247,0.0
6015,5806,2018-03-24 19:29:00,54.31,-117.48,2.13,2.13,3.48,1,2.1,52,47,5247,0.0
6016,5807,2018-03-24 21:39:00,54.317,-117.451,2.18,2.18,7.0,1,2.2,52,47,5247,0.0
6017,5808,2018-03-25 02:08:00,54.312,-117.595,1.7,1.7,3.33,1,1.7,52,46,5246,0.0
6018,5809,2018-03-25 04:33:00,54.322,-117.472,1.95,1.95,7.01,1,2.0,52,47,5247,0.0
6019,5810,2018-03-25 05:13:00,54.332,-117.433,1.96,1.96,7.01,1,2.0,52,47,5247,0.0
6020,5811,2018-03-25 07:45:00,54.473,-117.662,2.05,2.05,7.0,1,2.1,53,46,5346,0.0
6021,5812,2018-03-25 08:55:00,54.348,-117.466,2.44,2.44,3.18,1,2.4,52,47,5247,0.0
6022,5813,2018-03-25 13:26:00,54.323,-117.485,1.91,1.91,3.5,1,1.9,52,47,5247,0.0
6023,5814,2018-03-25 14:05:00,54.309,-117.484,2.05,2.05,9.35,1,2.1,52,47,5247,0.0
6024,5815,2018-03-26 03:59:00,54.322,-117.459,2.32,2.32,3.46,1,2.3,52,47,5247,0.0
6025,5816,2018-03-26 08:33:00,54.316,-117.464,2.21,2.21,3.27,1,2.2,52,47,5247,0.0
6026,5817,2018-03-26 12:15:00,54.32,-117.456,2.04,2.04,3.5,1,2.0,52,47,5247,0.0
6027,5819,2018-03-26 14:33:00,54.315,-117.442,2.0,2.0,3.5,1,2.0,52,47,5247,0.0
6028,5822,2018-03-26 23:24:00,54.33600000000001,-117.495,2.11,2.11,3.1,1,2.1,52,47,5247,0.0
6029,5823,2018-03-27 01:44:00,54.317,-117.464,2.22,2.22,2.34,1,2.2,52,47,5247,0.0
6030,5825,2018-03-27 13:33:00,54.322,-117.469,2.46,2.46,2.27,1,2.5,52,47,5247,0.0
6031,5827,2018-03-27 23:46:00,54.325,-117.463,2.2,2.2,3.59,1,2.2,52,47,5247,0.0
6032,5828,2018-03-28 05:07:00,54.316,-117.439,2.03,2.03,6.98,1,2.0,52,47,5247,0.0
6033,5829,2018-03-28 05:26:00,54.326,-117.445,1.82,1.82,6.99,1,1.8,52,47,5247,0.0
6034,5830,2018-03-28 08:36:00,54.331,-117.427,1.99,1.99,6.99,1,2.0,52,47,5247,0.0
6035,5831,2018-03-28 10:37:00,54.326,-117.445,1.84,1.84,7.0,1,1.8,52,47,5247,0.0
6036,5832,2018-03-28 17:12:00,54.31800000000001,-117.486,2.05,2.05,3.47,1,2.1,52,47,5247,0.0
6038,5834,2018-03-28 23:47:00,54.33,-117.471,1.94,1.94,6.97,1,1.9,52,47,5247,0.0
6039,5835,2018-03-29 00:36:00,54.333,-117.461,2.24,2.24,6.98,1,2.2,52,47,5247,0.0
6040,5836,2018-03-29 02:08:00,54.328,-117.473,2.2,2.2,3.5,1,2.2,52,47,5247,0.0
6041,5837,2018-03-29 05:09:00,54.322,-117.483,2.24,2.24,3.48,1,2.2,52,47,5247,0.0
6042,5838,2018-03-29 08:15:00,54.32,-117.537,1.75,1.75,3.09,1,1.8,52,47,5247,0.0
6043,5839,2018-03-29 08:16:00,54.287,-117.392,1.96,1.96,7.0,1,2.0,52,48,5248,0.0
6044,5840,2018-03-29 08:56:00,54.319,-117.454,2.07,2.07,3.8,1,2.1,52,47,5247,0.0
6045,5842,2018-03-29 10:41:00,54.316,-117.45,1.81,1.81,4.11,1,1.8,52,47,5247,0.0
6046,5843,2018-03-29 10:58:00,54.315,-117.423,2.27,2.27,3.49,1,2.3,52,48,5248,0.0
6047,5844,2018-03-29 11:24:00,54.316,-117.459,1.84,1.84,3.64,1,1.8,52,47,5247,0.0
6048,5845,2018-03-29 19:18:00,54.31399999999999,-117.451,2.11,2.11,3.62,1,2.1,52,47,5247,0.0
6049,5846,2018-03-29 20:59:00,54.322,-117.453,2.5,2.5,3.12,1,2.5,52,47,5247,0.0
6050,5847,2018-03-29 22:37:00,54.313,-117.464,2.06,2.06,3.73,1,2.1,52,47,5247,0.0
6051,5848,2018-03-30 02:15:00,54.32100000000001,-117.402,2.02,2.02,6.96,1,2.0,52,48,5248,0.0
6052,5849,2018-03-30 13:20:00,54.307,-117.421,2.1,2.1,3.34,1,2.1,52,48,5248,0.0
6053,5850,2018-03-30 17:13:00,54.322,-117.451,2.41,2.41,3.38,1,2.4,52,47,5247,0.0
6054,5852,2018-03-30 19:15:00,54.306,-117.547,2.14,2.14,4.07,1,2.1,52,47,5247,0.0
6056,5855,2018-04-01 03:36:00,54.335,-117.468,1.67,1.67,3.15,1,1.7,52,47,5247,0.0
6057,5856,2018-04-01 07:24:00,54.32,-117.451,2.26,2.26,3.33,1,2.3,52,47,5247,0.0
6058,5857,2018-04-01 14:57:00,54.325,-117.468,1.82,1.82,3.24,1,1.8,52,47,5247,0.0
6059,5858,2018-04-01 18:32:00,54.313,-117.493,1.94,1.94,3.38,1,1.9,52,47,5247,0.0
6060,5859,2018-04-01 19:13:00,54.298,-117.456,1.87,1.87,7.03,1,1.9,52,47,5247,0.0
6061,5861,2018-04-02 03:32:00,54.317,-117.459,1.72,1.72,3.28,1,1.7,52,47,5247,0.0
6062,5862,2018-04-03 01:10:00,54.325,-117.509,1.83,1.83,3.34,1,1.8,52,47,5247,0.0
6063,5863,2018-04-03 09:28:00,54.312,-117.462,1.82,1.82,3.7,1,1.8,52,47,5247,0.0
6064,5864,2018-04-03 13:10:00,54.31399999999999,-117.433,1.83,1.83,3.34,1,1.8,52,47,5247,0.0
6066,5866,2018-04-03 20:25:00,54.313,-117.407,2.05,2.05,2.35,1,2.1,52,48,5248,0.0
6067,5867,2018-04-04 05:57:00,54.301,-117.461,2.08,2.08,2.76,1,2.1,52,47,5247,0.0
6068,5869,2018-04-04 18:05:00,54.322,-117.46,2.28,2.28,4.03,1,2.3,52,47,5247,0.0
6070,5874,2018-04-05 14:38:00,54.31800000000001,-117.458,2.33,2.33,3.5,1,2.3,52,47,5247,0.0
6071,5876,2018-04-06 16:29:00,54.348,-117.468,2.1,2.1,3.5,1,2.1,52,47,5247,0.0
6074,5884,2018-04-13 08:35:00,54.307,-117.46,2.31,2.31,3.17,1,2.3,52,47,5247,0.0
6075,5889,2018-04-15 11:13:00,54.324,-117.456,1.77,1.77,3.02,1,1.8,52,47,5247,0.0
6077,5907,2018-04-24 02:19:00,54.323,-117.481,2.17,2.17,3.46,1,2.2,52,47,5247,0.0
6080,5920,2018-04-30 19:19:00,54.306,-117.416,2.11,2.11,3.42,1,2.1,52,48,5248,0.0
6081,5927,2018-05-05 07:51:00,54.298,-117.457,2.67,2.67,3.5,1,2.7,52,47,5247,0.0
6083,5935,2018-05-11 12:21:00,54.343,-117.533,2.17,2.17,3.23,1,2.2,52,47,5247,0.0
6087,5953,2018-05-23 00:46:00,54.312,-117.405,1.9,1.9,7.01,1,1.9,52,48,5248,0.0
6089,5961,2018-05-28 01:42:00,54.352,-117.458,2.45,2.45,6.95,1,2.5,52,47,5247,0.0
6090,5962,2018-05-28 19:07:00,54.325,-117.368,2.85,2.85,7.01,1,2.9,52,48,5248,0.0
6092,5971,2018-05-30 20:06:00,54.297,-117.567,2.82,2.82,6.99,1,2.8,52,46,5246,0.0
6093,5973,2018-05-31 06:30:00,54.338,-117.436,2.4,2.4,9.27,1,2.4,52,47,5247,0.0
6094,5979,2018-06-03 00:06:00,54.481,-117.581,2.4,2.4,7.01,1,2.4,53,46,5346,0.0
6095,5986,2018-06-05 14:53:00,54.354,-117.563,1.91,1.91,7.01,1,1.9,52,46,5246,0.0
6097,5993,2018-06-08 04:53:00,54.303,-117.602,2.33,2.33,6.98,1,2.3,52,46,5246,0.0
6102,6010,2018-06-15 19:58:00,54.28100000000001,-117.486,2.01,2.01,7.01,1,2.0,51,47,5147,0.0
6106,6016,2018-06-20 02:52:00,54.31800000000001,-117.564,1.91,1.91,7.01,1,1.9,52,46,5246,0.0
6107,6017,2018-06-20 15:19:00,54.206,-117.648,2.49,2.49,7.01,1,2.5,51,46,5146,0.0
6109,6024,2018-06-24 01:28:00,54.233,-117.566,2.5,2.5,7.0,1,2.5,51,46,5146,0.0
6111,6029,2018-06-26 05:01:00,54.3,-117.587,1.94,1.94,7.09,1,1.9,52,46,5246,0.0
6112,6030,2018-06-26 11:09:00,54.256,-117.555,2.7,2.7,6.98,1,2.7,51,47,5147,0.0
6114,6033,2018-06-27 10:23:00,54.364,-117.72,3.8,3.22,7.03,1,3.2,52,45,5245,0.0
6123,6053,2018-07-02 22:40:00,54.218,-117.489,2.25,2.25,6.98,1,2.3,51,47,5147,0.0
6124,6056,2018-07-03 19:44:00,54.467,-117.93,3.11,3.11,7.06,1,3.1,53,44,5344,0.0
6126,6063,2018-07-05 08:03:00,54.32,-117.627,3.5,3.09,7.0,1,3.1,52,46,5246,0.0
6127,6069,2018-07-06 08:20:00,54.316,-117.628,2.09,2.09,7.0,1,2.1,52,46,5246,0.0
6128,6070,2018-07-06 15:20:00,54.324,-117.358,2.17,2.17,6.65,1,2.2,52,48,5248,0.0
6129,6073,2018-07-07 03:06:00,54.338,-117.793,2.18,2.18,7.07,1,2.2,52,45,5245,0.0
6130,6074,2018-07-07 08:44:00,54.347,-117.589,1.82,1.82,7.07,1,1.8,52,46,5246,0.0
6132,6076,2018-07-07 15:48:00,54.322,-117.702,2.5,2.5,2.31,1,2.5,52,45,5245,0.0
6133,6078,2018-07-08 06:13:00,54.337,-117.677,2.17,2.17,7.01,1,2.2,52,46,5246,0.0
6134,6079,2018-07-08 06:35:00,54.341,-117.684,2.22,2.22,7.02,1,2.2,52,46,5246,0.0
6135,6080,2018-07-08 11:27:00,54.315,-117.561,1.76,1.76,7.0,1,1.8,52,47,5247,0.0
6136,6082,2018-07-08 21:56:00,54.319,-117.415,2.25,2.25,6.7,1,2.3,52,48,5248,0.0
6138,6084,2018-07-09 05:08:00,54.346,-117.671,2.14,2.14,7.0,1,2.1,52,46,5246,0.0
6139,6085,2018-07-09 17:03:00,54.335,-117.688,2.58,2.58,7.01,1,2.6,52,46,5246,0.0
6140,6086,2018-07-09 17:24:00,54.308,-117.621,2.45,2.45,6.99,1,2.5,52,46,5246,0.0
6141,6089,2018-07-10 07:48:00,54.33,-117.697,2.49,2.49,6.99,1,2.5,52,46,5246,0.0
6142,6090,2018-07-10 08:36:00,54.31,-117.669,2.07,2.07,6.97,1,2.1,52,46,5246,0.0
6143,6091,2018-07-11 03:57:00,54.305,-117.546,2.18,2.18,7.01,1,2.2,52,47,5247,0.0
6144,6092,2018-07-11 08:38:00,54.327,-117.62,3.5,3.18,6.97,1,3.2,52,46,5246,0.0
6145,6093,2018-07-11 09:01:00,54.339,-117.59,2.68,2.68,7.06,1,2.7,52,46,5246,0.0
6146,6094,2018-07-11 14:57:00,54.256,-117.644,1.99,1.99,7.03,1,2.0,51,46,5146,0.0
6147,6096,2018-07-11 19:05:00,54.31800000000001,-117.599,2.47,2.47,6.98,1,2.5,52,46,5246,0.0
6149,6100,2018-07-12 04:47:00,54.322,-117.577,2.06,2.06,7.02,1,2.1,52,46,5246,0.0
6150,6101,2018-07-12 07:01:00,54.31800000000001,-117.351,1.98,1.98,7.01,1,2.0,52,48,5248,0.0
6151,6102,2018-07-12 07:04:00,54.335,-117.629,1.89,1.89,7.21,1,1.9,52,46,5246,0.0
6152,6103,2018-07-12 07:10:00,54.344,-117.503,2.01,2.01,6.98,1,2.0,52,47,5247,0.0
6153,6104,2018-07-12 11:59:00,54.33600000000001,-117.507,2.06,2.06,7.03,1,2.1,52,47,5247,0.0
6154,6108,2018-07-12 23:40:00,54.332,-117.688,2.33,2.33,7.03,1,2.3,52,46,5246,0.0
6156,6110,2018-07-13 07:24:00,54.31100000000001,-117.619,2.33,2.33,7.05,1,2.3,52,46,5246,0.0
6159,6114,2018-07-14 06:21:00,54.317,-117.609,3.3,2.98,7.04,1,3.0,52,46,5246,0.0
6160,6115,2018-07-14 07:43:00,54.34,-117.637,2.34,2.34,7.03,1,2.3,52,46,5246,0.0
6161,6118,2018-07-15 04:01:00,54.334,-117.676,2.7,2.7,7.0,1,2.7,52,46,5246,0.0
6163,6121,2018-07-16 01:34:00,54.35,-117.662,2.12,2.12,7.0,1,2.1,52,46,5246,0.0
6164,6122,2018-07-16 07:26:00,54.341,-117.669,2.03,2.03,7.0,1,2.0,52,46,5246,0.0
6165,6123,2018-07-16 09:49:00,54.33,-117.42,2.27,2.27,6.98,1,2.3,52,48,5248,0.0
6167,6128,2018-07-17 15:15:00,54.345,-117.671,2.14,2.14,7.0,1,2.1,52,46,5246,0.0
6168,6130,2018-07-17 21:03:00,54.206,-117.657,2.28,2.28,7.01,1,2.3,51,46,5146,0.0
6169,6135,2018-07-18 02:03:00,54.313,-117.619,2.38,2.38,7.02,1,2.4,52,46,5246,0.0
6170,6136,2018-07-18 07:25:00,54.337,-117.66,2.55,2.55,7.0,1,2.6,52,46,5246,0.0
6171,6139,2018-07-19 06:53:00,54.33,-117.66,2.16,2.16,6.99,1,2.2,52,46,5246,0.0
6172,6140,2018-07-19 08:50:00,54.334,-117.664,1.91,1.91,7.03,1,1.9,52,46,5246,0.0
6173,6141,2018-07-19 11:59:00,54.31100000000001,-117.588,2.0,2.0,7.01,1,2.0,52,46,5246,0.0
6174,6143,2018-07-20 09:33:00,54.331,-117.7,2.28,2.28,7.01,1,2.3,52,45,5245,0.0
6175,6144,2018-07-20 09:58:00,54.341,-117.671,2.3,2.3,7.02,1,2.3,52,46,5246,0.0
6176,6146,2018-07-20 21:45:00,54.3,-117.729,2.49,2.49,6.94,1,2.5,52,45,5245,0.0
6178,6149,2018-07-22 02:07:00,54.351000000000006,-117.669,2.09,2.09,1.41,1,2.1,52,46,5246,0.0
6179,6150,2018-07-22 12:07:00,54.322,-117.685,2.8,2.8,3.91,1,2.8,52,46,5246,0.0
6180,6153,2018-07-22 21:36:00,54.332,-117.67,2.69,2.69,3.5,1,2.7,52,46,5246,0.0
6181,6154,2018-07-23 03:31:00,54.333,-117.635,2.22,2.22,3.02,1,2.2,52,46,5246,0.0
6182,6156,2018-07-24 17:19:00,54.339,-117.658,1.94,1.94,3.5,1,1.9,52,46,5246,0.0
6183,6160,2018-07-24 23:04:00,54.31800000000001,-117.677,1.89,1.89,3.5,1,1.9,52,46,5246,0.0
6184,6161,2018-07-25 03:17:00,54.325,-117.667,1.83,1.83,7.01,1,1.8,52,46,5246,0.0
6185,6162,2018-07-25 03:51:00,54.325,-117.657,2.42,2.42,2.46,1,2.4,52,46,5246,0.0
6186,6163,2018-07-25 06:57:00,54.316,-117.593,2.51,2.51,2.92,1,2.5,52,46,5246,0.0
6188,6165,2018-07-25 13:25:00,54.324,-117.671,1.99,1.99,3.5,1,2.0,52,46,5246,0.0
6189,6167,2018-07-25 23:19:00,54.32,-117.662,2.01,2.01,3.5,1,2.0,52,46,5246,0.0
6190,6168,2018-07-26 00:09:00,54.332,-117.636,2.01,2.01,3.5,1,2.0,52,46,5246,0.0
6191,6169,2018-07-26 03:43:00,54.32,-117.66,2.34,2.34,3.5,1,2.3,52,46,5246,0.0
6192,6170,2018-07-26 12:59:00,54.331,-117.543,2.09,2.09,6.89,1,2.1,52,47,5247,0.0
6193,6171,2018-07-26 16:33:00,54.32,-117.866,2.08,2.08,7.22,1,2.1,52,44,5244,0.0
6194,6173,2018-07-28 12:38:00,54.349,-117.668,1.86,1.86,9.84,1,1.9,52,46,5246,0.0
6195,6176,2018-07-29 04:46:00,54.33600000000001,-117.65,2.19,2.19,3.5,1,2.2,52,46,5246,0.0
6196,6177,2018-07-29 17:56:00,54.325,-117.667,2.21,2.21,3.5,1,2.2,52,46,5246,0.0
6197,6178,2018-07-30 15:36:00,54.332,-117.689,2.12,2.12,3.5,1,2.1,52,46,5246,0.0
6198,6182,2018-08-25 09:40:00,54.32899999999999,-117.471,3.0,3.0,1.7,2,2.9,52,47,5247,0.0
6199,6183,2018-08-26 02:59:00,54.299,-117.645,3.1,3.1,4.8,2,3.0,52,46,5246,0.0
6202,6201,2018-09-10 18:56:00,54.341,-117.676,2.27,2.27,3.45,1,2.3,52,46,5246,0.0
6203,6203,2018-09-10 19:35:00,54.404,-117.487,2.19,2.19,3.01,1,2.2,52,47,5247,0.0
