yr,mo,dy,hh,mm,ss,lat,lon,max,ML,MN,MB,MW,MS,MC,MD,MZ,Mpf,Tmpf,Dep,Dep_err,DD,flag,zf,mf,MwAsg,eventType,latGSC,lonGSC,mGSC,mtGSC,latANSS,lonANSS,mANSS,mtANSS,latAGS,lonAGS,mAGS,mtAGS,MwNMX,MwNA15,MwGSC,MwAGS,MwANSS
1986,9,28,3,23,38,57.433,-122.918,2.9,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,ML,18,-9.99,g,2,0,-0.06,2.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,10,26,22,29,14,52.162,-115.275,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,5,-9.99,g,2,0,-0.06,2.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,10,28,21,39,0,52.135,-115.224,2.9,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,ML,5,-9.99,g,2,0,-0.06,2.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,10,30,2,37,35,55.074,-121.571,3.5,3.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.5,ML,18,-9.99,g,2,0,-0.06,3.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,11,11,7,54,28,52.092,-115.174,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,5,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,11,13,11,56,4,52.08,-115.197,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,5,-9.99,g,2,0,-0.06,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,11,29,18,0,33,49.579,-120.526,3,3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3,ML,5,-9.99,g,2,0,-0.06,2.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,12,3,6,58,31,55.865,-123.736,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,g,2,0,-0.06,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,12,4,2,23,12,51.569,-120.414,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,10,-9.99,g,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,12,28,16,20,12,49.897,-120.684,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,18,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,10,5,54,48,49.892,-116.103,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,18,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,11,21,0,10,57.088,-111.553,2.6,-9.99,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,MN,5,-9.99,g,2,0,-0.05,2.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,12,12,17,29,49.464,-119.707,3.5,3.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.5,ML,10,-9.99,g,2,0,-0.06,3.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,17,12,42,46,48.275,-118.641,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,1,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,20,7,9,24,48.303,-118.584,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,0,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,22,19,22,35,49.289,-119.541,1.2,1.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.2,ML,10,-9.99,g,2,0,-0.06,1.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,1,25,11,56,1,55.021,-122.814,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,18,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,2,12,12,45,11,56.45,-120.927,2.5,-9.99,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,MN,5,-9.99,g,2,0,-0.05,2.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,3,10,15,20,52,48.868,-119.935,1.7,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,ML,18,-9.99,g,2,0,-0.06,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,3,15,13,5,40,52.021,-115.199,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,5,-9.99,g,2,0,-0.06,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,5,2,10,50,36,48.904,-114.867,3.1,-9.99,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,MN,5,-9.99,g,2,0,-0.05,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,5,14,6,11,1,51.83,-119.708,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,18,-9.99,g,2,0,-0.06,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,5,27,23,55,28,52.274,-118.144,2.2,-9.99,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,MN,18,-9.99,g,2,0,-0.05,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,6,5,4,24,18,48.015,-120.361,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,1,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,6,26,6,22,37,52.106,-115.162,1.9,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,MN,5,-9.99,g,2,0,-0.05,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,7,3,14,12,48,52.062,-115.151,2,-9.99,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,MN,5,-9.99,g,2,0,-0.05,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,8,6,9,38,4,48.751,-119.515,1.4,1.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.4,ML,18,-9.99,g,2,0,-0.06,1.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,8,22,19,10,43,52.126,-115.16,3.1,-9.99,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,MN,5,-9.99,g,2,0,-0.05,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,8,25,5,44,58,52.12,-114.856,1.7,-9.99,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,MN,5,-9.99,g,2,0,-0.05,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,8,26,19,17,47,52.095,-115.199,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,5,-9.99,g,2,0,-0.06,2.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,8,29,3,57,7,52.131,-115.247,1.9,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,MN,5,-9.99,g,2,0,-0.05,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,9,5,5,3,27,52.076,-115.14,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,9,7,9,5,44,50.483,-118.138,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,5,-9.99,g,2,0,-0.06,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,9,19,23,11,0,52.134,-115.238,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,9,26,8,11,22,51.339,-116.179,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,18,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,9,27,16,17,33,48.437,-120.761,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,5,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,9,28,17,16,51,48.219,-119.482,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,5,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,10,16,18,21,55,48.745,-120.067,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,11,5,16,24,50,50.117,-120.89,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,5,-9.99,g,2,0,-0.06,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,11,5,18,22,29,48.124,-120.892,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,1,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,11,12,5,30,19,56.354,-120.885,3.4,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,ML,5,-9.99,g,2,0,-0.06,3.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,11,15,5,21,53,52.462,-115.957,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,11,26,11,41,56,52.071,-114.716,2.1,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,ML,5,-9.99,g,2,0,-0.06,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1987,12,5,1,16,47,52.176,-115.233,3.3,-9.99,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,MN,5,-9.99,g,2,0,-0.05,3.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,2,14,5,16,19,48.229,-118.939,1.4,1.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.4,ML,5,-9.99,g,2,0,-0.06,1.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,2,16,7,5,56,52.668,-116.127,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,5,-9.99,g,2,0,-0.06,2.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,2,23,13,4,34,49.677,-120.748,1.7,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,ML,18,-9.99,g,2,0,-0.06,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,2,23,15,50,14,49.722,-120.823,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,18,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,2,23,15,51,18,49.721,-120.817,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,18,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,5,11,5,54,40,52.181,-119.318,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,g,2,0,-0.06,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,5,14,21,44,26,49.774,-116.099,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,18,-9.99,g,2,0,-0.06,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,5,16,8,34,10,49.661,-115.022,2.7,-9.99,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,MN,18,-9.99,g,2,0,-0.05,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,5,27,11,37,15,52.077,-115.672,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,5,-9.99,g,2,0,-0.06,2.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,6,12,20,28,11,52.032,-115.308,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,5,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,6,15,8,57,51,55.314,-123.272,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,g,2,0,-0.06,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,6,18,14,44,17,48.136,-116.459,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,g,2,0,-0.06,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,7,3,12,1,50,49.166,-120.065,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,5,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,7,8,12,0,44,52.111,-115.133,1.9,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,MN,5,-9.99,g,2,0,-0.05,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,7,8,17,55,48,48.43,-118.386,1.7,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,ML,5,-9.99,g,2,0,-0.06,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,7,21,7,5,58,52.167,-115.157,2.3,-9.99,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,MN,5,-9.99,g,2,0,-0.05,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,7,23,18,44,8,48.289,-117.061,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,5,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,8,11,20,21,34,48.201,-117.178,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,5,-9.99,g,2,0,-0.06,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,8,16,7,53,21,51.841,-115.259,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,5,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,8,20,4,51,17,49.499,-115.723,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,g,2,0,-0.06,2.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,1,17,55,16,48.358,-117.78,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,5,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,7,15,41,38,52.101,-115.172,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,9,23,55,16,52.141,-115.201,2.7,-9.99,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,MN,5,-9.99,g,2,0,-0.05,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,11,5,32,53,52.256,-115.242,1.4,-9.99,1.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.4,MN,5,-9.99,g,2,0,-0.05,1.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,13,22,52,8,52.173,-115.238,3.4,-9.99,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,MN,5,-9.99,g,2,0,-0.05,3.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,15,8,43,26,52.286,-115.277,1.7,-9.99,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,MN,5,-9.99,g,2,0,-0.05,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,16,5,2,28,52.181,-115.172,2.2,-9.99,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,MN,5,-9.99,g,2,0,-0.05,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,16,20,37,29,48.244,-117.239,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,5,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,27,13,22,59,52.23,-115.323,3.7,-9.99,3.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.7,MN,5,-9.99,g,2,0,-0.05,3.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,9,28,6,15,56,52.157,-115.114,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,10,1,11,3,35,52.168,-115.206,1.8,-9.99,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,MN,5,-9.99,g,2,0,-0.05,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,10,4,13,9,57,50.685,-114.286,2.3,-9.99,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,MN,18,-9.99,g,2,0,-0.05,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,10,6,13,53,39,51.828,-114.595,1.8,-9.99,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,MN,5,-9.99,g,2,0,-0.05,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,10,6,19,55,59,48.187,-117.258,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,5,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1988,10,12,7,27,26,52.19,-115.186,2,-9.99,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,MN,5,-9.99,g,2,0,-0.05,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
