yr,mo,dy,hh,mm,ss,lat,lon,max,ML,MN,MB,MW,MS,MC,MD,MZ,Mpf,Tmpf,Dep,Dep_err,DD,flag,zf,mf,MwAsg,eventType,latGSC,lonGSC,mGSC,mtGSC,latANSS,lonANSS,mANSS,mtANSS,latAGS,lonAGS,mAGS,mtAGS,MwNMX,MwNA15,MwGSC,MwAGS,MwANSS
1985,4,23,10,48,7,49.14,-120.787,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,18,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,4,27,19,40,11,52.419,-115.34,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,4,28,13,6,52,51.2,-117.35,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,g,2,0,-0.06,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,5,5,11,1,24,52.014,-120.406,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,18,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,5,5,13,44,29,51.69,-119.654,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,5,6,7,23,51,51.671,-119.631,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,5,7,7,41,36,51.837,-119.63,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,18,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,5,22,1,29,58,52.423,-118.789,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,18,-9.99,g,2,0,-0.06,3.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,18,4,50,0,52.261,-115.245,2.2,-9.99,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,MN,5,-9.99,g,2,0,-0.05,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,22,5,58,42,50.974,-117.762,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,18,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,22,11,15,2,55.733,-116.479,2.5,-9.99,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,MN,18,-9.99,g,2,0,-0.05,2.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,22,11,58,1,51.041,-116.425,3.4,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,ML,18,-9.99,g,2,0,-0.06,3.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,24,11,45,4,55.556,-121.147,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,18,-9.99,g,2,0,-0.06,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,25,3,16,40,52.082,-115.16,2.2,-9.99,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,MN,5,-9.99,g,2,0,-0.05,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,26,9,13,50,50.38,-120.639,1.7,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,ML,18,-9.99,g,2,0,-0.06,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,6,28,11,15,4,55.975,-118.703,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,18,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,7,2,11,15,7,55.995,-118.355,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,18,-9.99,g,2,0,-0.06,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,7,2,11,25,2,56.663,-116.345,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,18,-9.99,g,2,0,-0.06,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,7,18,9,46,31,51.383,-115.629,1.7,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,ML,18,-9.99,g,2,0,-0.06,1.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,7,19,1,36,33,52.122,-115.19,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,7,19,4,53,2,51.022,-113.919,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,18,-9.99,g,2,0,-0.06,2.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,6,11,28,54,49.154,-116.744,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,6,11,59,2,49.164,-116.735,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,18,-9.99,g,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,6,13,53,34,49.255,-116.846,4,4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,4,ML,18,-9.99,g,2,0,-0.06,3.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,6,20,11,21,49.174,-116.744,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,18,-9.99,g,2,0,-0.06,2.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,13,16,44,56,52.115,-114.414,3.4,-9.99,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,MN,5,-9.99,g,2,0,-0.05,3.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,24,11,39,15,52.284,-115.44,3.8,-9.99,3.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.8,MN,5,-9.99,g,2,0,-0.05,3.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,24,14,34,28,52.165,-115.255,2.9,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,MN,5,-9.99,g,2,0,-0.05,2.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,8,25,22,39,21,52.167,-115.268,2.5,-9.99,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,MN,5,-9.99,g,2,0,-0.05,2.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,1,12,8,20,52.222,-115.285,3.8,-9.99,3.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.8,MN,5,-9.99,g,2,0,-0.05,3.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,1,13,23,42,52.151,-115.217,1.9,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,MN,5,-9.99,g,2,0,-0.05,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,6,17,5,46,52.231,-115.253,2.2,-9.99,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,MN,5,-9.99,g,2,0,-0.05,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,16,12,44,0,52.03,-115.21,3.4,-9.99,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,MN,5,-9.99,g,2,0,-0.05,3.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,20,20,40,11,51.998,-115.105,2.4,-9.99,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,MN,5,-9.99,g,2,0,-0.05,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,23,10,56,22,52.172,-115.23,1.7,-9.99,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,MN,5,-9.99,g,2,0,-0.05,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,24,12,11,51,52.952,-116.547,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,28,21,9,23,51.284,-118.141,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,18,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,29,10,40,11,52.237,-115.247,3.1,-9.99,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,MN,5,-9.99,g,2,0,-0.05,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,9,30,22,1,10,52.131,-115.213,2.4,-9.99,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,MN,5,-9.99,g,2,0,-0.05,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,10,6,8,27,51,52.075,-115.15,2,-9.99,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,MN,5,-9.99,g,2,0,-0.05,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,10,10,13,14,1,52.091,-115.192,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,5,-9.99,g,2,0,-0.05,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,11,2,4,12,33,51.498,-118.408,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,5,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,11,18,9,42,29,52.297,-119.536,0.8,0.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,0.8,ML,5,-9.99,g,2,0,-0.06,0.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,11,21,3,8,41,53.488,-116.002,1.9,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,MN,5,-9.99,g,2,0,-0.05,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,11,23,17,24,5,52.438,-118.421,0.8,0.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,0.8,ML,10,-9.99,g,2,0,-0.06,0.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,12,4,8,38,14,49.183,-113.37,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,g,2,0,-0.06,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1985,12,27,5,51,13,52.136,-115.168,1.3,-9.99,1.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.3,MN,5,-9.99,g,2,0,-0.05,1.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,1,2,23,53,39,50.45,-120.67,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,1,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,1,3,9,5,48,51.22,-114.92,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,18,-9.99,g,2,0,-0.06,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,1,8,4,11,3,52.02,-115.09,1.7,-9.99,1.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.7,MN,5,-9.99,g,2,0,-0.05,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,1,14,2,29,28,51.98,-118.94,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,g,2,0,-0.06,2.6,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,1,25,14,13,34,52.18,-115.19,1.9,-9.99,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,MN,5,-9.99,g,2,0,-0.05,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,2,6,16,51,33,52.34,-115.32,2,-9.99,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,MN,5,-9.99,g,2,0,-0.05,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,2,8,1,30,49,52.2,-115.23,2,-9.99,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,MN,5,-9.99,g,2,0,-0.05,2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,2,10,4,27,58,52.27,-119.23,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,18,-9.99,g,2,0,-0.06,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,2,10,6,33,12,52.3,-119.24,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,18,-9.99,g,2,0,-0.06,1.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,2,10,12,9,17,56.41,-120.78,3.1,-9.99,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,MN,5,-9.99,g,2,0,-0.05,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,2,14,1,3,7,48.31,-117.82,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,18,-9.99,g,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,16,8,5,17,49.46,-119.7,1.4,1.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.4,ML,10,-9.99,g,2,0,-0.06,1.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,21,23,56,19,54.24,-122,0,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,0,Mz,10,-9.99,g,2,0,0,-9.9,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,22,0,18,36,54.18,-122.1,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,18,-9.99,g,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,22,1,8,47,54.2,-122.02,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,10,-9.99,g,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,22,8,49,44,54.23,-121.96,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,10,-9.99,g,2,0,-0.06,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,24,12,53,23,54.21,-122.09,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,10,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,26,0,11,29,51.99,-118.99,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,10,-9.99,g,2,0,-0.06,2.2,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,3,31,9,5,38,54.2,-122.03,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,10,-9.99,g,2,0,-0.06,1.5,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,4,15,3,29,14,51.58,-117.6,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,5,5,13,32,31,54.636,-118.328,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,18,-9.99,g,2,0,-0.06,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,5,16,2,51,2,51.959,-118.988,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,18,-9.99,g,2,0,-0.06,2.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,6,8,5,43,0,49.829,-119.748,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,6,10,13,56,45,49.253,-120.777,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,g,2,0,-0.06,3.1,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,6,19,15,3,21,51.243,-117.816,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,18,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,6,23,4,4,12,51.993,-117.976,0.9,0.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,0.9,ML,18,-9.99,g,2,0,-0.06,0.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,6,24,10,32,56,54.175,-121.981,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,g,2,0,-0.06,2.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,7,18,14,31,20,49.504,-120.747,1.8,1.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.8,ML,18,-9.99,g,2,0,-0.06,1.7,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,7,24,12,11,10,49.475,-119.613,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,g,2,0,-0.06,1.8,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,8,2,13,46,0,53.152,-116.269,2.3,-9.99,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,MN,18,-9.99,g,2,0,-0.05,2.3,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,8,11,5,14,44,48.336,-114.533,3.5,3.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.5,ML,18,-9.99,g,2,0,-0.06,3.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1986,8,31,1,53,51,48.714,-120.235,1.5,1.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.5,ML,18,-9.99,g,2,0,-0.06,1.4,1,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
